,sentence1,sentence2,similarity_score,TFIDF_cosine_score,rank_by_TFIDF_cosine_score,rank_by_similarity_score,d,d^2
5391,ran army fight retaken tikrit,ran army claim victory tikrit,3.200000047683716,0.5822123703318469,3262,3081,181,32761
5392,ran condemn allege israel airstrike syria,democrats face divide strike syria,1.2000000476837158,0.10200157403651813,541,1210,-669,447561
5393,israel agree extend papa truce hour,israel james reportedly agree hour truce,2.5999999046325684,0.6154464115473398,3529,2389,1140,1299600
5394,fire south organ bus terminal kill,s bus station fire kill seven,3.200000047683716,0.31620967232783176,1517,3102,-1585,2512225
5395,civilian nato soldier kill afghanistan,nato soldier kill afghanistan,3.400000095367432,0.8533120273361126,5181,3621,1560,2433600
5396,protester swamp street reclaim revolution,egypt protester storm slim brotherhood,1.600000023841858,0.24925488444028512,1165,1504,-339,114921
5397,tokyo stock open,tokyo stock open,2.799999952316284,1.0000000000000002,5708,2627,3081,9492561
5398,australia return asylum seeker ri vanka sea transfer,australia australia hand asylum seeker ri vanka,4.599999904632568,0.7494969267878837,4526,5165,-639,408321
5399,shankill blast victim remember,crocodile victim body recover,0.2000000029802322,0.1781600417918028,905,402,503,253009
5400,people kill twin blast siberia,man kill new blast russia,1.399999976158142,0.3717570650829512,1822,1328,494,244036
5401,lee star tory monteith find dead hotel room canada,lee star tory monteith find dead,4.400000095367432,0.8274322981603881,5029,5027,2,4
5402,poland death toll limb,sonya red cross say death toll rise,0.4000000059604645,0.3182259965351456,1529,513,1016,1032256
5403,tokyo stock close,tokyo stock close,1.7999999523162842,1.0,5681,1664,4017,16136289
5404,ran say ready fresh round nuclear talk,ran khamenei renew support nuclear talk,3.5999999046325684,0.28741232996205324,1363,3833,-2470,6100900
5405,lash continue police protest turkey,turkish police fight protest clear square,4.400000095367432,0.22628500835974047,1069,5065,-3996,15968016
5406,refuse medical card urge contact hse,hse boss depend medical card plan,1.2000000476837158,0.5344431704053871,2910,1212,1698,2883204
5407,large building open west china,centre leave splinter presidential vote,0.0,0.0,18,314,-296,87616
5408,israel lightly hurt stone west bank,israel troop kill palestinian west bank raid,1.2000000476837158,0.381547681647588,1892,1223,669,447561
5409,death toll egypt protest rise,death toll egypt violence rise,3.200000047683716,0.7670312755871442,4641,3141,1500,2250000
5410,syrian opposition agree landmark peace talk,syria opposition press attend talk,3.0,0.29792447149681794,1417,3069,-1652,2729104
5411,poverty state doubt lodi development claim,start take recall compensation claim dug,0.0,0.12161953388254414,654,317,337,113569
5412,fro russia rebel hold vote ukraine,syria rebel kill hezbollah man lebanon,0.0,0.18161069130210689,917,319,598,357604
5413,georgian vote new president,ally georgia millionaire president poll,2.5999999046325684,0.12217620443278711,658,2375,-1717,2948089
5414,mer respiratory illness find official confirm,case mer sars like respiratory illness report north america,4.199999809265137,0.6033165864591481,3428,4718,-1290,1664100
5415,declare hezbollah military wing terror group,put hezbollah military wing terror list,4.800000190734863,0.756843134648175,4572,5368,-796,633616
5416,germany welcome ran nuclear agreement,syria welcome ran nuclear deal,1.7999999523162842,0.5976924879496874,3390,1676,1714,2937796
5417,papers june,papers dug,2.200000047683716,0.5473617862983993,3005,2046,959,919681
5418,luman kill foreigner pakistan,luman kill tourist pakistan,4.800000190734863,0.6162295008795119,3535,5359,-1824,3326976
5419,indian trader strange china send home,indian nurse strange ran return home,1.7999999523162842,0.5311152777928007,2878,1683,1195,1428025
5420,california governor declare drought emergency,california governor declare drought emergency wildfire continue burn,3.5999999046325684,0.7746871605934522,4684,3850,834,695556
5421,peace talk palestinians month israel official,myo palestinian girl kill israel raid,0.4000000059604645,0.115563475684366,624,480,144,20736
5422,kill ran car coming,child kill syria coming,0.6000000238418579,0.5445752987153889,2988,726,2262,5116644
5423,dead wrap late lumbar building collapse,wrap building collapse,1.2000000476837158,0.7024931943576801,4156,1213,2943,8661249
5424,air strike kill dozen northern syria,ukraine inch crimea,0.0,0.0,13,324,-311,96721
5425,chinese tourist abduct malaysia,china return child abduct vietnam,1.399999976158142,0.3356337641698293,1628,1332,296,87616
5426,inspector hail progress syria chemical weapon,conclude syria chemical weapon house,2.200000047683716,0.3782512356760933,1871,2021,-150,22500
5427,arrest protest nigel garage,merry vow progress late intensive ideas trip,0.0,0.0,11,323,-312,97344
5428,luman kill libyan soldier,luman kill lebanese troop near syria,2.400000095367432,0.3554411890447514,1736,2239,-503,253009
5429,picture complete costa concordia operation,timelapse costa concordia operation,4.400000095367432,0.6561883528675523,3827,5041,-1214,1473796
5430,ran nuclear talks enter,ran nuclear talk enter crucial day,5.0,0.5076471903212253,2713,5735,-3022,9132484
5431,protester gather brazil despite concession,protest sweep brazil despite concession,5.0,0.6247749293315252,3591,5734,-2143,4592449
5432,australian mud call election september,australian mud call kept poll,4.599999904632568,0.5104998207242961,2728,5166,-2438,5943844
5433,ran nuclear talk expect resume week,ran nuclear talk point,3.0,0.511456318405519,2740,2793,-53,2809
5434,bangkok tense election eve,bangladesh crackdown escalate head election,2.200000047683716,0.12660697684669636,683,2093,-1410,1988100
5435,china protect foreign business,drama confrontation ruin ukraine,0.0,0.0,7,321,-314,98596
5436,notes decriminalize marijuana,vote decriminalize pot,5.0,0.42742943106554104,2163,5731,-3568,12730624
5437,dead asylum boat sink australia,angela spend day hospital,0.0,0.0,6,320,-314,98596
5438,north nail execution powerful uncle,north organ intrigue execution power,2.5999999046325684,0.32432924809301333,1565,2517,-952,906304
5439,margaret thatched die stroke,margaret thatched die,4.199999809265137,0.8447079807921137,5133,4835,298,88804
5440,chinese president arrive netherlands state visit nuclear summit,chinese president arrive venezuela state visit,2.400000095367432,0.6354051451106553,3677,2245,1432,2050624
5441,israel sanction palestinians new blow peace talk,israel release palestinian prisoner deal revive peace talk,2.400000095367432,0.3128217551029846,1498,2261,-763,582169
5442,sky news cameraman kill egypt,sky news cameraman kill egypt,4.800000190734863,1.0,5701,5349,352,123904
5443,stock rise early trading,stock inch high early trading,4.400000095367432,0.6310543798479648,3642,5094,-1452,2108304
5444,fbi audit expert testify zimmerman trial,jury selection begin zimmerman trial,1.399999976158142,0.3127996779784826,1497,1335,162,26244
5445,cranial nuclear talk extend november,ran nuclear talk extend november,4.400000095367432,0.8213180508695024,4994,5096,-102,10404
5446,boston come suspect appear court,boston come suspect bury,1.2000000476837158,0.6054856242998381,3446,1214,2232,4981824
5447,death toll india building collapse hit,toll india building collapse hit,3.200000047683716,0.926841889358745,5501,3176,2325,5405625
5448,drama announce creation twin manufacturing hub,stock retreat manufacture datum,0.4000000059604645,0.0,17,476,-459,210681
5449,charge terrorist offence,people charge terror offence,4.800000190734863,0.6443475685879911,3742,5393,-1651,2725801
5450,president drama reveal plan withdraw troop afghanistan,government shutdown drama tell republicans lift threat economy want talk,0.800000011920929,0.087424550072634,473,860,-387,149769
5451,nato raise doubts russia pull ukraine order,sign russian withdrawal ukraine order official day,2.5999999046325684,0.2541909940363752,1196,2455,-1259,1585081
5452,ftse bursa malaysia update,ftse bursa malaysia update,3.400000095367432,1.0,5617,3424,2193,4809249
5453,glasgow helicopter crash search end,glasgow helicopter crash woman victim,2.799999952316284,0.6883341321637217,4053,2612,1441,2076481
5454,quotation news,quotation day,3.200000047683716,0.7022173140718324,4152,3101,1051,1104601
5455,philip leave hospital day,angela leave hospital day,1.7999999523162842,0.6778972646376593,3975,1742,2233,4986289
5456,fragment king alfred,remain winchester king alfred great,4.599999904632568,0.4940295625671022,2620,5154,-2534,6421156
5457,israel free second group palestinian prisoner,israel release palestinian prisoner,3.799999952316284,0.607683640784916,3466,4238,-772,595984
5458,skydiver dead collide jump,skydiver dead collide jump arizona,3.799999952316284,0.8703547443459444,5271,4071,1200,1440000
5459,iron jetpack spark concern hawaii,iron jetpacks park concern,3.799999952316284,0.38738959943293794,1923,4081,-2158,4656964
5460,israel free palestinian prisoner,israel release palestinian prisoner,4.599999904632568,0.7321365492622868,4389,5156,-767,588289
5461,france days think responsibilities syria,france urge unite syria,2.5999999046325684,0.2905759802092701,1372,2385,-1013,1026169
5462,boston come suspect identify surveillance video arrest,boston come suspect fbi surveillance say mother,3.400000095367432,0.5843759235142025,3280,3587,-307,94249
5463,china anger overcome worry,china anger north overcome worry stealth flight,3.200000047683716,0.769128043035322,4650,3286,1364,1860496
5464,china juan strengthen new high usd,china juan weaken usd,2.200000047683716,0.6097645342757608,3483,2059,1424,2027776
5465,hold shoot belfast,arrest shoot,3.200000047683716,0.3967643403528532,1982,3314,-1332,1774224
5466,police stop maldives presidential election,deity sins ali presidential election,1.2000000476837158,0.2728338601182072,1296,1215,81,6561
5467,indian army kill militant indian control kashmir,indian troop kill militant commander indian control kashmir,3.5999999046325684,0.823580591978167,5003,3954,1049,1100401
5468,war bomb kill northwest syria,war bomb kill northwest pakistan,1.2000000476837158,0.8460040443988885,5139,1216,3923,15389929
5469,ran oil swap eastern neighbor,ran urge rapid release diplomat,0.4000000059604645,0.09680916827381138,514,510,4,16
5470,turkey president appeal calm,texas house provisional approve abortion law,0.0,0.0,34,310,-276,76176
5471,north test fire missile sea,n fire shell sea,2.799999952316284,0.3951988650227641,1970,2607,-637,405769
5472,die senegal house fire,woman die work house fire,2.200000047683716,0.5295582626741702,2856,2050,806,649636
5473,oh gas blast kill injury dozen,syria missile kill include kiss,0.6000000238418579,0.07914086177647907,448,641,-193,37249
5474,rolling station open ukrainian presidential election,combination open influential wards,0.2000000029802322,0.11027571248461307,600,385,215,46225
5475,india ink image april,india ink image,2.5999999046325684,0.8772228425100292,5311,2518,2793,7800849
5476,french journalist kill ali,france confirm french journalist kill ali,5.0,0.8086317759770981,4916,5671,-755,570025
5477,luman kill tourist pakistan,lumen attack hotel remote pakistani province,3.200000047683716,0.0,24,3287,-3263,10647169
5478,israel james observe brief papa truce,israel james accept temporary truce,4.599999904632568,0.4335033286669245,2208,5160,-2952,8714304
5479,china troubled xinjiang hit violence,china online population rise man,0.4000000059604645,0.10343045476808423,547,514,33,1089
5480,relative scuffle police china fire kill,angry family demand answer china plant fire kill,3.799999952316284,0.15402744785790612,798,4080,-3282,10771524
5481,ran reject claim chlorine bomb,ran reject mko claim nuclear site,2.400000095367432,0.4319981179277169,2199,2199,0,0
5482,india minister wife die unnatural death affair rumour,minister wife death unnatural,3.799999952316284,0.6818012540170445,4000,4070,-70,4900
5483,dead hurt shoot s carolina oceanfront hotel,dead injure train collision near moscow,0.2000000029802322,0.10109372785380004,535,397,138,19044
5484,burial boston come suspect appear legal,ready home boston come victim leave hospital,1.0,0.2642140799996143,1253,1058,195,38025
5485,kill s china road cave,kill china earthquake,1.2000000476837158,0.34658115713391957,1693,1217,476,226576
