,sentence1,sentence2,similarity_score,sentence_transformers_cosine_score
5011,lebanon form unity cabinet lebanon prime minister form cabinet month take office take wide range political group bridge division,beirut lebanon prime minister form cabinet month take office yesterday include wide range political group bridge division,4.599999904632568,0.9024021
5012,cranial president make debut world stage,ran presidential candidate say western sanction break,0.6000000238418579,0.13618332
5013,cameron concern hall meat,veteran health probe confirm cover care delay,0.0,0.0053285416
5014,world old man die,world old man die aged,4.599999904632568,0.9371365
5015,slow recall congress record show,mobile world congress future smartphone,0.0,0.016110215
5016,death toll lebanon coming rise,suspect arrest lebanon car coming kill,2.799999952316284,0.5413095
5017,greek far right leader imprison pende trial,greek war right leader imprisoned sending trial,5.0,0.6778894
5018,bangladesh factory owner arrest death toll year,bangladesh factory owner arrest,3.200000047683716,0.7701633
5019,egyptian soldier kill final ambush,egyptian soldier kill final car come,3.200000047683716,0.6758005
5020,seizing aircraft barrier return south china tea,china send carrier south china tea,2.400000095367432,0.6333606
5021,egypt court hear case mubarak islamists,egypt court temporarily release mubarak illicit gain,1.7999999523162842,0.30891052
5022,moscow crimea success lead draw ukraine eastern border,jerk russian action lead catastrophe,2.5999999046325684,0.4003753
5023,elson angela die aged,elson angela lie age,5.0,0.73046225
5024,belgian king albert step favor son,belgium king albert abdicate,4.199999809265137,0.7013982
5025,gaze gestapo chief bury jewish cemetery,gaze chief bury jewish cemetery,4.800000190734863,0.8038378
5026,swiss vote high minimum wage,swiss cast ballot world high minimum wage,4.599999904632568,0.899257
5027,mud swear australian prime minister,mud swear australia new crime minister,5.0,0.78606045
5028,donet region protesters retain trunks carry government pocket domo,say protest leader anti government riot grow,0.800000011920929,0.22320223
5029,easy wide star aren black die age,easy wide actress aren black lies cancer,4.199999809265137,0.38941884
5030,coronation street coach arrest,coronation street star hail amazing new set,1.2000000476837158,0.40842578
5031,red box beat tiger reach world series,red box beat tigers advance world series,4.400000095367432,0.8100302
5032,head china earthquake,dead china earthquake,2.799999952316284,0.79928076
5033,news business,new come,0.2000000029802322,0.19372773
5034,glasgow helicopter death toll rise,earthquake death toll rise,0.6000000238418579,0.14670756
5035,david beckham retire end season,david beckham retires football,4.400000095367432,0.93405163
5036,afghanistan suicide bomber kill military bus blast,roadside bomb kill afghan soldier,3.799999952316284,0.65263677
5037,nail execution powerful uncle,north see packing powerful uncle,4.599999904632568,0.5695113
5038,myanmar work investment protection agreement,china long investment destination poll,1.399999976158142,0.33419496
5039,tehelka editor embroil sex assault scar,tehelka editor step allegation sexual misconduct,4.199999809265137,0.7098051
5040,iron lady margaret thatched die,british margaret thatched die,4.599999904632568,0.8722765
5041,dorsi supporter kill egypt clash,thousand dorsi supporter gather egypt,2.200000047683716,0.3794009
5042,condemn ethnic killing south sudan oil town,condemn ethnic willings south sudan,4.599999904632568,0.6249991
5043,bed drop morning pill appeal,allow morning pill girl age,2.5999999046325684,0.49414185
5044,police fire tear gas protest bangkok,police fire tear gas protest,3.0,0.63250595
5045,shooting protest vote,protest disrupt advance voting,3.5999999046325684,0.35539615
5046,china stock index future close low april,china stock index future close high,2.200000047683716,0.7576828
5047,filipinos slay semen attack,syrian soldier kill bomb attack,0.800000011920929,0.21807507
5048,israel end airstrike case palestinians critical,israel gunboat fire palestinian fisherman,1.399999976158142,0.39660248
5049,protester couple vein statue kiev,ukraine protest couple vein statue kiev,4.400000095367432,0.9578484
5050,ran thwart nuclear sabotage attempt,ran say defect sabotage nuclear facility,3.5999999046325684,0.59143406
5051,china juan strengthen usd tuesday,china juan strengthen usd monday,3.200000047683716,0.8208944
5052,protester gather brazil despite concession,protest continue ukraine despite concession,1.2000000476837158,0.3902155
5053,queen visit london soldier attack scene,queen elizabeth visit barrack soldier slay week,4.199999809265137,0.66186404
5054,india china troop retreat de facto border face deal,india say china agree retreat de facto border faceoff deal,4.199999809265137,0.901017
5055,relief boston second suspect capture,police confirm suspect capture,2.400000095367432,0.59731007
5056,syrian army retake crusade castle rebel,syrian army retake historic crusade castle,4.599999904632568,0.9275121
5057,maude lebanese army billion,maude arabia grant lebanese army billion,5.0,0.82919914
5058,red cross worker release ukraine,red cross member kidnap syria,0.800000011920929,0.16672602
5059,syria envoy say peace talk opposition,syria cameron drama west close intervention,0.6000000238418579,0.33428913
5060,queen big carrier,queen name giant aircraft carrier,4.199999809265137,0.79693246
5061,angle militant escape prison van bomb ambush,bangladesh prison van amuse,3.400000095367432,0.39505234
5062,wreckage air algerie plane carry people find ali,wreckage airalgerie flight find ali,3.400000095367432,0.868805
5063,influential palestinians week democratic state,arab league back palestinian stance peace talks,0.6000000238418579,0.25718305
5064,dozen kill russian plane crash,man kill alaska plane crash,1.399999976158142,0.39242932
5065,retainer agree bangladesh plant safety,retainer agree new bangladesh factory safety,4.0,0.8824293
5066,government shutdown begin live update,government shutdown begin health head,3.200000047683716,0.74497384
5067,suicide bomber kill afghanistan,suicide blast kill afghan capital,3.0,0.7617977
5068,china launch probe rover moon,china launch moon rover mission,4.0,0.9492084
5069,eye trip,finance talks b,1.7999999523162842,0.08042042
5070,australia cut rate record low,australia cut interest rate record low,3.799999952316284,0.94180834
5071,chinese news agency laws relays search met,men chinese vessel stand jet search,3.200000047683716,0.34232023
5072,classic crossword saturday st june,classic crossword saturday april,1.600000023841858,0.7457825
5073,n test fire short range missile,fire short range missile,3.400000095367432,0.8537164
5074,palestinian diplomat die prague blast,palestinian diplomat kill explosion prague,5.0,0.9486807
5075,novice steer south ferry,south ferry captain arrest,2.400000095367432,0.54702646
5076,chinese president meet indian vice president,chinese president meet state secretary,1.600000023841858,0.42944038
5077,teenage girl kill east london theresa harsh shoot neck police,lackey shooting teenager theresa harsh bleed death shoot neck,4.599999904632568,0.788908
5078,death toll nairobi attack rise,death toll egypt violence rise,1.600000023841858,0.27139318
5079,china peace ark depart philippines thursday,china send aid team philippines,4.0,0.6674197
5080,ran dissident kill ran,france lose influence europe,0.0,0.015146594
5081,james gandolfini die aged,elson angela die aged,0.4000000059604645,0.31637108
5082,early million people severe debt,britain debt timebomb line million debt,4.199999809265137,0.47327888
5083,updated explosion near finish line boston marathon,report explosion finish line boston marathon,5.0,0.9338716
5084,kill bomb blast pakistani train,kill bomb blast india,1.0,0.43524742
5085,new old war,new old war,4.800000190734863,0.9999997
5086,cuba ladies pick prize year late,cuba ladies sick prize year later,5.0,0.7357832
5087,fourteen kill brazil bus accident,kill arizona skydiving accident,0.6000000238418579,0.05763919
5088,sad chemical weapon syria rebel,sad agree hand chemical weapon,1.7999999523162842,0.5381377
5089,death toll bangladesh collapse,kill bangladesh building collapse,3.400000095367432,0.8258894
5090,israel tens miss west bank,israel find body miss ten west bank,2.799999952316284,0.56531703
5091,president mourn death angela,world mourn pass angela,3.400000095367432,0.72741055
5092,blast near cranial embassy beirut kill,near ran embassy beirut,3.200000047683716,0.6367008
5093,singapore share open high monday,singapore share open lower monday,2.200000047683716,0.71208346
5094,suicide bomber kill iraqi army recruit,suicide bomber kill iraqi army recruit baghdad,2.400000095367432,0.89996743
5095,deaf customer sue starbucks mock,deaf starbucks patron sue mock,4.599999904632568,0.86533827
5096,thousand evacuate moscow retro fire,thousand evacuate fire break moscow retro,4.800000190734863,0.9160868
5097,kill rain flash flood pakistan,kill brazil stadium collapse,0.4000000059604645,0.12772122
5098,kill white al south fighter northern semen,kill sectarian conflict north semen,3.0,0.61741817
5099,ran exclude syria peace talk,kill syrian air strike,0.4000000059604645,0.32891867
5100,merry congress end shutdown,brazil congress approve internet legislation,0.4000000059604645,0.03056018
5101,canada train plot suspect reject charge,canadian release egypt head home,1.0,0.18760344
5102,ukraine separatists ask join russia,crimean parliament notes join russia,2.799999952316284,0.5077296
5103,mud swear new australian,muslims hide sectarian,0.0,-0.060772203
5104,soon rock indicate earth orb bear collision,indian minister kill head collision,0.0,0.045241453
5105,blackberry lose m,blackberry lose m quarter,5.0,0.8656956
5106,egypt strongly oppose military action syria,reaction prospect military action syria,1.600000023841858,0.3691763
5107,fro russia rebel down malaysian plane ukraine,russia preparing counterproposals ukraine,1.7999999523162842,0.3168915
5108,argument makarka boat abbott,agreement ran nuclear talk,0.4000000059604645,0.033427976
5109,believe syria probably chemical weapon,believe syrian government chemical weapon,4.599999904632568,0.91160417
5110,egypt opposition criticize president speech,pakistan opposition party boycott presidential election,0.0,0.097977005
5111,syrian war see drag year,syria regime release hundred prisoner,1.0,0.13679226
5112,russia say ballistic missile fire mediterranean,israel say carry joint missile test mediterranean,1.0,0.39591601
5113,volcano erupt indonesia evacuate airport close,volcanic eruption close airport,3.0,0.59631914
