,sentence1,sentence2,similarity_score,common_word,rank_by_common_word,rank_by_similarity_score,d,d^2
4649,"['crowd', 'father', 'bethlehem', 'christmas']","['oh', 'little', 'town', 'bethlehem', 'real']",2.0,1,528,1957,-1429,2042041
4650,"['peacekeeper', 'kill', 'sudan', 'darfur']","['peacekeeper', 'kill', 'bye', 'clash']",1.600000023841858,2,1500,1521,-21,441
4651,"['nato', 'patriot', 'missile', 'battery', 'operational', 'syrian', 'border']","['drama', 'patriot', 'missile', 'battery', 'troop', 'stay', 'jordan', 'near', 'syrian', 'border']",3.200000047683716,5,4945,3221,1724,2972176
4652,"['stock', 'tumble', 'day', 'shutdown']","['stock', 'fall', 'day', 'government', 'shutdown']",4.599999904632568,3,2720,5277,-2557,6538249
4653,"['guinea', 'vote', 'long', 'delay', 'legislative', 'poll']","['equatoguinean', 'vote', 'legislative', 'poll']",3.400000095367432,3,2719,3448,-729,531441
4654,"['nato', 'troop', 'kill', 'afghanistan', 'attack']","['nato', 'troop', 'kill', 'afghan', 'insider', 'attack']",3.0,4,4083,3028,1055,1113025
4655,"['israel', 'soldier', 'hit', 'palestinian', 'child', 'neuron']","['israel', 'soldier', 'kill', 'palestinian', 'woman', 'west', 'bank']",1.2000000476837158,3,2718,1162,1556,2421136
4656,"['voice', 'alarm', 'israel', 'strike', 'syria']","['israel', 'official', 'confirm', 'second', 'air', 'strike', 'syria']",2.200000047683716,3,2716,2023,693,480249
4657,"['egypt', 'army', 'haunches', 'new', 'air', 'maids', 'final', 'militant']","['egypt', 'launch', 'new', 'assault', 'final', 'militant']",3.400000095367432,4,4080,3426,654,427716
4658,"['french', 'force', 'attack', 'al', 'qaeda', 'ali', 'ally']","['battle', 'retaken', 'north', 'ali', 'hundred', 'french', 'troop', 'drive', 'al', 'say', 'link', 'rebel']",2.5999999046325684,3,2764,2373,391,152881
4659,"['egyptian', 'police', 'fire', 'tear', 'gas', 'brotherhood', 'protest']","['india', 'dear', 'tired', 'sing', 'gape', 'protesters']",1.2000000476837158,0,282,1163,-881,776161
4660,"['syria', 'regime', 'agree', 'attend', 'peace', 'conference']","['syria', 'opposition', 'agree', 'principle', 'attend', 'peace', 'conference']",3.0,5,4895,3023,1872,3504384
4661,"['dozen', 'injure', 'jet', 'crash', 'land', 'francisco', 'airport']","['guiana', 'air', 'crash', 'land', 'francisco', 'airport']",3.799999952316284,4,4079,4181,-102,10404
4662,"['child', 'die', 'fire', 'myanmar', 'mosque', 'fire']","['myanmar', 'police', 'child', 'die', 'electrical', 'fire', 'mosque']",4.599999904632568,5,4898,5279,-381,145161
4663,"['senate', 'vote', 'fiscal', 'cliff', 'deal', 'deadline', 'year']","['fiscal', 'cliff', 'house', 'delay', 'vote', 'fiscal', 'cliff', 'deal', 'live']",2.799999952316284,4,4078,2730,1348,1817104
4664,"['knife', 'arrest', 'entrance', 'buckingham', 'palace']","['charged', 'buckingham', 'palace', 'arrest']",2.200000047683716,3,2761,2068,693,480249
4665,"['people', 'bury', 'colorado', 'avalanche']","['snowboarder', 'kill', 'colorado', 'avalanche']",2.799999952316284,2,1503,2735,-1232,1517824
4666,"['moon', 'review', 'syria', 'chemical', 'arms', 'accord']","['review', 'syria', 'chemical', 'arm', 'accord']",3.5999999046325684,4,3965,3817,148,21904
4667,"['iraqi', 'president', 'hospital', 'health', 'problem']","['iraqi', 'president', 'hospital', 'suffer', 'stroke']",3.5999999046325684,3,2758,3826,-1068,1140624
4668,"['malaysia', 'long', 'rule', 'coalition', 'hang', 'power']","['malaysia', 'rule', 'coalition', 'win', 'majority']",3.799999952316284,3,2756,4180,-1424,2027776
4669,"['explosion', 'dear', 'cranial', 'embassy', 'beirut']","['blast', 'near', 'cranial', 'embassy', 'beirut']",4.199999809265137,3,2754,4817,-2063,4255969
4670,"['hurt', 'new', 'orleans', 'shooting']","['police', 'hurt', 'nola', 'shooting']",4.199999809265137,2,1504,4816,-3312,10969344
4671,"['age', 'lament', 'political', 'change', 'defence', 'budget']","['age', 'depend', 'propose', 'cut', 'defense', 'spending']",2.400000095367432,1,541,2176,-1635,2673225
4672,"['bank', 'carry', 'liquid', 'get', 'flight', 'russia']","['bank', 'carry', 'liquid', 'direct', 'flight', 'russia']",4.400000095367432,5,4908,5061,-153,23409
4673,"['egypt', 'brotherhood', 'stand', 'ground', 'kill']","['egypt', 'slim', 'brotherhood', 'stand', 'dorsi']",2.400000095367432,3,2747,2189,558,311364
4674,"['dato', 'troop', 'kill', 'afghan', 'child']","['nato', 'strike', 'kill', 'afghan', 'child']",3.0,3,2746,3046,-300,90000
4675,"['cranial', 'president', 'call', 'new', 'nuclear', 'talk']","['cranial', 'minister', 'blame', 'west', 'fail', 'duke', 'talk']",2.0,2,1581,1777,-196,38416
4676,"['flood', 'kill', 'force', 'salary', 'home']","['flood', 'forces', 'canada', 'come']",3.400000095367432,1,577,3464,-2887,8334769
4677,"['nato', 'troop', 'kill', 'afghanistan']","['right', 'nato', 'troop', 'kill', 'afghanistan']",2.5999999046325684,4,4098,2370,1728,2985984
4678,"['typhoon', 'widow', 'make', 'windfall', 'east', 'china']","['typhoon', 'widow', 'slum', 'southwestern', 'china']",3.799999952316284,3,2744,4179,-1435,2059225
4679,"['angela', 'spend', 'christmas', 'hospital']","['angela', 'movie', 'open', 'month', 'south', 'africa']",0.2000000029802322,1,574,401,173,29929
4680,"['exit', 'poll', 'suggest', 'ruin', 'ally', 'win', 'moscow', 'vote']","['exit', 'poll', 'show', 'ruin', 'ally', 'win', 'moscow', 'vote', 'cavalry', 'cry', 'foul']",3.400000095367432,7,5345,3463,1882,3541924
4681,"['judge', 'enter', 'guilty', 'plea', 'james', 'holmes']","['guilty', 'plea', 'james', 'holmes', 'insanity', 'option', 'table']",4.0,4,4122,4510,-388,150544
4682,"['kill', 'pain', 'train', 'crash']","['kill', 'triple', 'car', 'coming', 'ran', 'diyala']",1.0,1,573,1056,-483,233289
4683,"['chris', 'room', 'ride', 'de', 'france', 'engage']","['chris', 'grown', 'concert', 'cancel', 'new']",0.0,1,567,62,505,255025
4684,"['apple', 'pp', 'direct', 'driver', 'alaska', 'airport', 'runaway']","['apple', 'pp', 'send', 'driver', 'airport']",3.5999999046325684,4,4121,3821,300,90000
4685,"['suspect', 'drone', 'kill', 'militant', 'pakistan']","['drone', 'kill', 'militant', 'pakistan']",3.400000095367432,4,4120,3453,667,444889
4686,"['francis', 'begin', 'papa', 'prayer']","['hope', 'francis', 'lips', 'vatican', 'prayer']",3.5999999046325684,2,1546,3820,-2274,5171076
4687,"['senate', 'meet', 'path', 'fiscal', 'impulse', 'elusive']","['senate', 'sunday', 'session', 'days', 'amid', 'fiscal', 'masse']",3.5999999046325684,2,1547,3819,-2272,5161984
4688,"['egypt', 'brotherhood', 'beleaguered', 'leader']","['egypt', 'slim', 'brotherhood', 'met', 'pass', 'march']",1.7999999523162842,2,1554,1671,-117,13689
4689,"['china', 'new', 'stealth', 'frigate', 'commission']","['belarus', 'latvia', 'set', 'border', 'commission']",0.2000000029802322,1,986,406,580,336400
4690,"['ran', 'violence', 'kill']","['ran', 'violence', 'kill', 'seven']",2.200000047683716,3,2741,1980,761,579121
4691,"['protest', 'continue', 'tense', 'ukraine', 'capital']","['protest', 'continue', 'brazil']",1.600000023841858,2,1551,1525,26,676
4692,"['prison', 'release', 'kidnap', 'egypt', 'final']","['bedouin', 'release', 'prisons', 'seize', 'egypt', 'final']",3.200000047683716,3,2717,3261,-544,295936
4693,"['syria', 'welcome', 'ran', 'nuclear', 'deal']","['ran', 'world', 'power', 'clinch', 'breakthrough', 'nuclear', 'deal']",3.0,3,2723,2788,-65,4225
4694,"['israel', 'face', 'european', 'backwash', 'settlement', 'plan']","['israel', 'call', 'account', 'late', 'settlement', 'plan', 'european', 'country']",3.5999999046325684,4,4112,3814,298,88804
4695,"['drama', 'joke', 'reporter', 'dinner']","['drama', 'joke', 'fun', 'critic', 'press', 'dinner']",2.200000047683716,3,2753,2006,747,558009
4696,"['ellen', 'respond', 'marrow', 'abuse', 'claim', 'letter']","['ellen', 'depend', 'self', 'marrow', 'abuse', 'claim']",4.199999809265137,4,4111,4902,-791,625681
4697,"['inmate', 'escape', 'tibia', 'al', 'kweifiya', 'prison']","['prisoner', 'escape', 'libyan', 'jail']",4.400000095367432,1,1329,5051,-3722,13853284
4698,"['nuclear', 'option']","['shot', 'nuclear', 'readiness']",1.2000000476837158,1,1346,1164,182,33124
4699,"['amp', 'old', 'march']","['old', 'march']",2.5999999046325684,2,1562,2494,-932,868624
4700,"['islamist', 'kill', 'suicide', 'attack', 'tiger']","['war', 'bomb', 'kill', 'turkish', 'town', 'near', 'syrian', 'border']",1.0,1,1333,1033,300,90000
4701,"['determine', 'syria', 'chemical', 'weapon']","['vote', 'eliminate', 'syria', 'chemical', 'weapon']",2.799999952316284,3,2812,2744,68,4624
4702,"['dowden', 'father', 'arrive', 'moscow']","['edward', 'dowden', 'father', 'moscow']",4.199999809265137,3,2815,4901,-2086,4351396
4703,"['pakistani', 'taliban', 'name', 'new', 'leader', 'drone', 'strike']","['pakistani', 'taleban', 'chief', 'kill', 'drone', 'strike']",2.200000047683716,3,2820,2106,714,509796
4704,"['win', 'coming', 'pakistan', 'kill']","['militant', 'battle', 'pakistani', 'police']",1.2000000476837158,0,44,1165,-1121,1256641
4705,"['slim', 'brotherhood', 'supporter', 'die', 'cairo', 'clash']","['slim', 'brotherhood', 'supporter', 'die', 'egypt', 'clash']",3.5999999046325684,5,4940,3808,1132,1281424
4706,"['facebook', 'earning', 'jump', 'mobile', 'accelerate']","['facebook', 'profit', 'jump', 'user', 'base', 'expand']",3.400000095367432,2,1568,3679,-2111,4456321
4707,"['syria', 'envoy', 'call', 'national', 'unity', 'government']","['syria', 'envoy', 'call', 'political', 'change', 'end', 'conflict']",2.200000047683716,3,2809,2113,696,484416
4708,"['thirty', 'head', 'italy', 'plunge']","['thirty', 'head', 'italian', 'plunge']",3.200000047683716,3,2770,3250,-480,230400
4709,"['roger', 'videotron', 'extend', 'reach', 'network', 'share', 'deal']","['roger', 'videotron', 'reach', 'network', 'sharing', 'spectrum', 'deal']",4.199999809265137,5,4936,4883,53,2809
4710,"['china', 'stock', 'end', 'low', 'thursday']","['china', 'stock', 'close', 'lower', 'thursday']",5.0,3,2772,5570,-2798,7828804
4711,"['hopeless', 'women', 'protest', 'berlusconi', 'notes', 'election']","['bulgaria', 'president', 'backs', 'protesters', 'oppose', 'snap', 'elections']",0.6000000238418579,0,80,707,-627,393129
4712,"['indonesia', 'schoolchildren', 'kill', 'indonesia', 'volcano', 'eruption']","['indonesia', 'dead', 'indonesian', 'volcanic', 'eruption']",2.799999952316284,2,1583,2699,-1116,1245456
4713,"['real', 'reach', 'new', 'italian', 'government']","['italy', 'swear', 'new', 'coalition', 'government']",3.400000095367432,2,1641,3669,-2028,4112784
4714,"['drama', 'mourn', 'death', 'icon', 'elson', 'angela']","['south', 'africans', 'mourn', 'celebrate', 'angela']",1.7999999523162842,2,1639,1694,-55,3025
4715,"['boa', 'step', 'boris', 'march', 'delhi']","['time', 'history', 'technion', 'teach', 'engineering', 'russia']",0.0,0,73,63,10,100
4716,"['singapore', 'stock', 'close', 'high']","['indian', 'stock', 'open', 'high']",1.7999999523162842,2,1666,1690,-24,576
4717,"['maldive', 'hold', 'fresh', 'election', 'president']","['maldive', 'hold', 'fresh', 'presidential', 'election']",4.599999904632568,4,4100,5309,-1209,1461681
4718,"['egypt', 'announce', 'arrest', 'slim', 'brotherhood', 'supporter']","['egypt', 'order', 'arrest', 'brotherhood', 'chief']",1.7999999523162842,3,2644,1639,1005,1010025
4719,"['new', 'world', 'trade', 'enter', 'declare', 'table', 'build']","['world', 'trade', 'enter', 'name', 'small', 'building']",4.199999809265137,3,2645,4885,-2240,5017600
4720,"['papers', 'war']","['papers', 'june']",1.7999999523162842,1,1303,1638,-335,112225
4721,"['israel', 'green', 'light', 'settler', 'home']","['israel', 'unveil', 'settler', 'home']",3.200000047683716,3,2706,3327,-621,385641
4722,"['piers', 'organ', 'question', 'police']","['pier', 'organ', 'interview', 'police', 'packing', 'case']",3.5999999046325684,2,1649,3751,-2102,4418404
4723,"['lumbar', 'photojournalist', 'gangrene', 'case', 'crack', 'accuse', 'arrest']","['lumbar', 'journalist', 'gang', 'rape', 'case', 'accuse', 'arrest']",4.800000190734863,4,3956,5348,-1392,1937664
4724,"['israel', 'arrest', 'semen', 'tossed', 'spy']","['israel', 'force', 'detain', 'neuron', 'arrest', 'raid']",1.600000023841858,2,1626,1527,99,9801
4725,"['pakistani', 'girl', 'learn', 'hard', 'lesson']","['pakistani', 'girl', 'shoot', 'taliban', 'appear', 'video']",1.7999999523162842,2,1604,1626,-22,484
4726,"['egypt', 'interim', 'president', 'appoint', 'adviser']","['egypt', 'interim', 'president', 'swear', 'new', 'cabinet']",2.799999952316284,3,2681,2749,-68,4624
4727,"['china', 'launch', 'air', 'air', 'missile', 'copper']","['china', 'court', 'sentence', 'fili', 'life', 'imprisonment', 'corruption']",0.6000000238418579,1,1289,710,579,335241
4728,"['confirm', 'fear', 'syria', 'chemical', 'weapon']","['near', 'syria', 'chemical', 'weapon']",1.399999976158142,3,2692,1267,1425,2030625
4729,"['egypt', 'crackdown', 'draw', 'condemnation']","['egypt', 'egypt', 'crackdown', 'spark', 'global', 'outrage']",4.599999904632568,2,1620,5311,-3691,13623481
4730,"['egypt', 'swear', 'new', 'interim', 'leader']","['egypt', 'army', 'crack', 'brotherhood']",0.6000000238418579,1,1299,709,590,348100
4731,"['war', 'come', 'kill', 'pakistan']","['suicide', 'bomber', 'kill', 'pakistan']",2.5999999046325684,2,1414,2468,-1054,1110916
4732,"['senior', 'pakistani', 'taliban', 'commander', 'capture', 'afghanistan']","['pakistan', 'demand', 'protection', 'militant']",0.6000000238418579,0,43,708,-665,442225
4733,"['river', 'spanish', 'train', 'crash', 'face', 'question', 'judge']","['brain', 'driver', 'pain', 'crash', 'question', 'judge']",5.0,3,2642,5572,-2930,8584900
4734,"['stock', 'close', 'high']","['singapore', 'stock', 'close', 'low']",1.600000023841858,2,1448,1528,-80,6400
4735,"['release', 'initial', 'report', 'cracking', 'impart', 'water']","['man', 'china', 'detain', 'take', 'girl', 'hotel']",0.0,0,16,34,-18,324
4736,"['russia', 'blame', 'syrian', 'rebel', 'chemical', 'attack']","['russia', 'ask', 'consider', 'inquiry', 'syria', 'chemical', 'arm', 'use']",2.5999999046325684,2,1467,2482,-1015,1030225
4737,"['philippine', 'rebel', 'reach', 'wealth', 'share', 'deal']","['philippine', 'rebel', 'reach', 'wealth', 'deal']",5.0,5,4847,5574,-727,528529
4738,"['death', 'toll', 'west', 'things', 'violence', 'rise']","['urgent', 'death', 'toll', 'china', 'fire', 'rise']",1.2000000476837158,3,2673,1166,1507,2271049
4739,"['man', 'contest', 'seat']","['man', 'contest', 'election', 'seat']",4.75,3,2678,5334,-2656,7054336
4740,"['trailblaze', 'israel', 'electric', 'car', 'company', 'letter', 'place', 'fold']","['trailblaze', 'israel', 'electric', 'car', 'company', 'fold']",4.400000095367432,6,5197,5033,164,26896
4741,"['houston', 'texans', 'head', 'coach', 'mary', 'kubiak', 'hospitalize', 'collapse', 'game']","['texans', 'coach', 'mary', 'kubiak', 'stable', 'condition', 'collapse']",2.799999952316284,5,4841,2721,2120,4494400
4742,"['fro', 'oak', 'taliban', 'parlor', 'kill', 'drone', 'strike']","['taliban', 'commander', 'kill', 'drone', 'strike']",4.400000095367432,4,3843,5037,-1194,1425636
4743,"['war', 'bomb', 'kill', 'northwest', 'syria']","['war', 'bomb', 'northern', 'syria', 'kill']",4.599999904632568,4,3851,5307,-1456,2119936
4744,"['south', 'organ', 'soldier', 'kill', 'man', 'try', 'cross', 'border', 'north']","['north', 'hut', 'remaining', 'outline', 'south']",1.0,2,1871,1031,840,705600
4745,"['dead', 'spanish', 'train', 'crash']","['dead', 'spanish', 'high', 'speed', 'train', 'crash']",3.400000095367432,4,3847,3582,265,70225
4746,"['foreigner', 'sentence', 'death', 'drug', 'smuggling', 'egypt']","['egypt', 'sentence', 'pakistani', 'amid', 'death', 'drug', 'smuggling']",4.199999809265137,5,4835,4886,-51,2601
4747,"['french', 'train', 'detail', 'south', 'paris']","['french', 'train', 'passenger', 'tell', 'crash', 'ordeal']",1.2000000476837158,2,1861,1167,694,481636
4748,"['spokesman', 'president', 'donald', 'began', 'die']","['began', 'spokesman', 'carry', 'speaker', 'die']",4.199999809265137,3,2686,4889,-2203,4853209
4749,"['egypt', 'vote', 'new', 'constitution']","['egyptians', 'vote', 'division', 'constitution']",3.799999952316284,2,1893,4231,-2338,5466244
4750,"['drama', 'meet', 'angela', 'family', 'icon', 'remain', 'hospital']","['drama', 'meet', 'angela', 'family', 'will', 'not', 'visit', 'hospital']",2.799999952316284,5,4860,2665,2195,4818025
4751,"['weak', 'earning', 'drag', 'stock', 'lower', 'early', 'trade']","['weak', 'earning', 'drag', 'stock', 'lower', 'street']",3.799999952316284,5,4886,4229,657,431649
4752,"['fear', 'dead', 'helicopter', 'clash', 'pub']","['fear', 'dead', 'helicopter', 'pub', 'crash']",5.0,4,3834,5576,-1742,3034564
4753,"['siberia', 'lawmaker', 'charge', 'allege', 'bribery']","['iberian', 'charge', 'accept', 'bribe']",3.400000095367432,1,1255,3613,-2358,5560164
4754,"['super', 'raise', 'vs', 'dollar', 'early', 'trade']","['super', 'raise', 'dollar', 'early', 'trade']",1.7999999523162842,5,4885,1751,3134,9821956
4755,"['israel', 'teres', 'urge', 'return', 'peace', 'talk']","['israel', 'teres', 'call', 'return', 'peace', 'talk']",5.0,5,4883,5579,-696,484416
4756,"['drama', 'set', 'speak', 'syria', 'white', 'house', 'edt']","['drama', 'deliver', 'statement', 'syria', 'white', 'house']",5.0,4,3846,5580,-1734,3006756
4757,"['indian', 'stock', 'open', 'low']","['indian', 'stock', 'close', 'low']",1.7999999523162842,3,2712,1763,949,900601
4758,"['read', 'possible', 'solo', 'action', 'syria']","['make', 'case', 'action', 'syria']",3.400000095367432,2,1883,3588,-1705,2907025
4759,"['grief', 'clash', 'police', 'belfast']","['corner', 'clash', 'police', 'tunisia']",1.2000000476837158,2,2001,1168,833,693889
4760,"['china', 'quaker', 'death', 'toll', 'rise']","['china', 'fly', 'death', 'toll', 'rise']",1.399999976158142,4,3853,1271,2582,6666724
4761,"['arrest', 'bangladesh', 'building', 'toll', 'rise']","['owner', 'arrest', 'bangladesh', 'building', 'toll', 'reach']",2.5999999046325684,4,3859,2502,1357,1841449
4762,"['condemn', 'use', 'chemical', 'weapon', 'syria']","['question', 'arise', 'chemical', 'weapon', 'claim', 'syria']",2.5999999046325684,3,2668,2506,162,26244
4763,"['strong', 'new', 'quaker', 'hit', 'shatter', 'oak', 'region']","['powerful', 'new', 'earthquake', 'hit', 'shatter', 'pakistan', 'region']",4.800000190734863,4,3861,5443,-1582,2502724
4764,"['indian', 'troop', 'kill', 'pakistani', 'soldier', 'kashmir', 'line', 'control']","['indian', 'troop', 'raid', 'pakistani', 'military', 'post']",1.2000000476837158,3,2654,1170,1484,2202256
4765,"['hope', 'benedict', 'xvi', 'days', 'goodby', 'cardinal']","['hope', 'benedict', 'xvi', 'depart', 'vatican', 'time']",3.5999999046325684,3,2695,3760,-1065,1134225
4766,"['china', 'new', 'carrier', 'extend', 'military', 'modernization', 'drive']","['chinese', 'vice', 'premier', 'meet', 'australian', 'governor', 'general']",1.2000000476837158,0,12,1199,-1187,1408969
